Desempregados,Empregados,Pensionistas,Analfabetos,1Ciclo,2Ciclo,3Ciclo,EnsinoSec,EnsinoPosSec,CursoSup,M
13,82,70,7,49,13,28,30,2,49,1
12,67,52,4,48,18,20,41,0,22,0
8,41,33,5,33,18,19,8,0,9,1
6,46,36,1,30,11,12,13,2,32,1
16,71,91,7,61,20,28,34,0,44,1
6,22,13,1,8,7,14,11,1,16,1
25,145,148,8,100,39,67,53,7,79,1
5,39,60,7,44,19,24,17,0,12,1
7,29,15,0,18,8,4,16,0,13,1
16,88,76,6,63,23,31,34,3,47,1
18,91,62,10,46,19,35,47,0,50,1
11,58,51,14,42,13,23,20,3,18,1
2,27,32,3,19,2,19,8,2,20,0
14,129,163,14,107,44,46,58,4,74,1
8,40,10,1,13,4,15,14,0,31,1
15,92,53,7,53,23,27,29,5,41,1
10,42,23,3,18,7,14,14,2,27,1
13,60,38,4,32,18,17,25,0,32,1
0,4,10,2,3,1,0,1,0,3,0
21,143,78,6,45,30,49,52,4,122,1
7,37,38,7,38,12,9,9,1,23,1
2,15,13,2,5,3,5,2,0,18,1
0,7,6,0,1,1,2,5,0,7,0
8,104,58,4,34,10,28,33,7,99,1
4,33,25,0,16,4,13,14,2,21,1
5,95,35,4,20,12,18,26,2,100,1
1,9,7,1,4,2,6,5,0,1,1
10,57,46,7,32,7,16,26,1,43,1
4,96,42,4,33,9,18,27,2,71,0
8,103,41,2,18,11,25,31,2,116,1
8,66,23,0,14,9,13,13,3,78,1
8,52,43,4,14,9,17,21,2,60,1
19,122,81,4,50,17,42,54,3,104,1
8,68,49,0,35,11,24,22,4,72,1
18,126,104,2,58,27,41,42,3,139,1
0,3,2,0,0,0,0,0,0,4,0
10,173,124,8,59,37,43,68,8,159,1
8,62,40,4,22,15,17,20,2,56,1
12,150,100,3,58,22,40,60,6,134,1
8,57,42,4,29,8,16,15,0,51,1
7,58,28,2,24,13,12,19,2,38,1
9,95,57,3,43,12,29,34,2,70,1
3,33,12,0,5,10,8,11,2,33,1
15,169,101,10,41,19,54,70,1,161,1
1,31,28,1,10,7,8,11,0,36,1
8,94,43,2,31,21,22,31,1,75,1
10,101,59,1,40,16,31,45,1,72,1
0,9,5,0,2,2,4,8,0,6,1
5,67,51,6,20,6,13,29,0,68,1
3,36,10,0,9,2,4,12,1,28,1
1,40,21,0,9,8,9,15,1,49,1
8,51,53,3,39,12,13,21,4,38,1
1,73,10,0,8,10,6,9,2,77,1
4,60,50,7,30,8,18,21,1,45,1
7,111,60,0,14,25,22,35,2,137,1
15,85,86,2,50,15,44,34,5,61,1
1,27,7,0,5,7,5,10,2,29,1
1,17,6,1,3,4,9,8,0,17,0
5,73,55,2,33,12,20,23,2,60,1
5,60,44,1,12,13,18,20,2,70,1
1,45,19,0,10,6,5,16,1,50,1
6,45,41,0,19,10,14,29,2,47,0
3,60,38,1,18,8,16,23,1,64,1
6,57,38,1,19,6,17,25,4,46,1
1,4,6,2,0,1,1,1,0,10,0
0,0,0,0,0,0,0,0,0,0,0
2,43,19,0,4,7,8,14,3,57,1
5,47,24,1,11,9,13,16,3,48,1
5,54,41,2,22,8,12,24,5,47,1
2,25,23,1,15,5,11,10,0,21,1
8,59,37,0,29,7,14,9,1,60,1
0,0,0,0,0,0,0,0,0,0,0
16,121,100,2,55,28,51,63,2,62,1
3,30,46,0,23,9,22,18,1,17,1
1,29,1,0,0,2,7,10,0,19,0
0,30,3,0,4,3,5,5,0,35,0
0,10,0,0,0,0,0,1,0,10,1
7,44,24,3,35,11,19,13,1,3,0
0,56,0,0,2,6,3,8,0,53,0
25,100,96,10,71,24,38,44,6,48,0
7,52,33,1,22,12,12,17,2,38,1
7,72,75,6,42,18,35,28,6,41,1
8,32,21,3,10,4,11,17,1,20,1
10,46,58,4,30,9,27,24,0,26,1
6,23,29,0,11,7,18,16,1,13,1
8,89,52,1,18,11,25,29,1,72,1
19,198,98,3,37,25,65,75,2,144,1
12,80,64,8,51,19,29,26,1,35,1
16,200,99,1,49,33,57,78,4,148,1
8,47,26,1,12,3,11,28,2,54,1
0,0,325,6,197,67,21,24,0,7,1
18,75,99,2,70,15,30,42,5,39,1
6,57,99,3,32,17,24,33,1,68,1
7,74,44,3,32,13,21,24,3,62,1
4,199,83,2,34,30,41,50,4,193,1
55,141,54,24,104,72,74,41,4,16,1
0,0,0,0,0,0,0,0,0,0,0
58,219,108,72,224,129,90,36,1,4,1
72,243,114,84,281,152,100,36,1,6,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,3,4,0,5,1,0,0,0,0,1
0,5,2,0,1,0,0,2,0,5,1
12,118,85,1,46,20,33,59,2,97,1
3,8,22,5,12,2,10,3,0,0,1
4,51,5,0,4,8,13,20,1,56,1
22,57,94,35,106,23,20,17,0,4,1
17,66,72,21,73,29,27,17,2,7,1
35,125,75,37,127,63,55,19,4,7,1
14,436,23,0,23,17,34,88,13,368,1
0,0,0,0,0,0,0,0,0,0,0
14,267,28,0,20,20,31,66,4,250,1
59,361,105,54,165,108,97,83,6,162,1
16,70,31,6,43,22,29,23,0,12,1
3,22,2,0,12,4,10,4,0,3,0
7,34,11,1,21,6,15,12,0,7,1
1,64,8,0,12,8,8,4,0,44,1
2,11,8,2,15,9,5,1,0,2,1
2,17,15,5,15,3,2,6,0,12,0
3,26,10,3,12,3,6,6,2,13,1
11,204,34,1,30,22,40,76,3,167,1
1,3,5,0,6,0,5,1,0,2,0
0,1,1,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
12,147,127,4,50,18,33,63,5,175,1
5,140,5,0,3,8,9,37,5,107,1
75,219,83,51,181,112,137,51,1,11,1
0,5,0,0,0,0,1,1,0,3,1
0,0,0,0,0,0,0,0,0,0,0
2,15,14,2,9,4,5,7,0,5,1
3,69,6,0,13,16,12,11,1,68,1
14,229,9,1,11,8,20,55,4,186,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
7,100,22,0,4,8,9,31,0,118,0
46,217,80,37,168,57,75,46,4,45,1
0,5,1,0,1,1,0,1,0,4,1
4,125,14,0,8,7,7,28,2,115,0
5,178,24,0,13,9,13,28,2,165,1
0,0,0,0,0,0,0,0,0,0,0
0,25,10,0,2,0,1,1,0,29,0
10,200,119,0,36,30,40,56,3,235,1
0,1,9,0,7,1,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0
14,186,131,3,51,24,52,82,8,198,1
8,153,124,2,50,14,42,72,0,166,1
10,118,89,1,38,19,44,32,1,118,1
12,244,12,3,12,14,27,48,0,212,1
9,162,15,0,5,2,11,24,3,160,1
9,180,9,2,13,11,13,43,0,146,1
6,195,13,0,6,10,12,41,13,191,0
3,106,33,2,15,11,22,28,1,98,1
19,338,51,0,34,46,48,68,5,366,0
5,126,8,0,9,8,19,16,1,108,1
14,225,17,0,16,12,21,43,3,211,1
0,0,0,0,0,0,0,0,0,0,0
14,195,2,1,3,2,11,35,6,165,1
0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,1,0,0,0,1
14,184,61,4,36,18,34,56,2,192,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
3,84,12,0,11,10,8,21,1,78,1
3,76,3,1,7,10,20,17,1,64,1
13,159,2,0,8,7,19,40,5,115,1
20,222,193,3,61,22,76,91,7,232,1
14,123,96,1,47,18,35,37,1,118,1
8,135,22,0,12,13,25,31,3,135,1
18,323,52,1,41,43,58,102,5,270,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
9,168,24,1,20,21,23,45,2,172,1
11,91,137,7,67,27,31,40,2,86,1
5,56,15,0,2,2,16,18,2,43,1
8,112,17,0,9,8,17,34,1,106,1
4,111,15,0,11,6,19,24,7,91,1
5,74,61,2,16,9,27,26,2,82,1
1,85,37,0,14,10,16,31,2,97,0
8,113,76,2,18,13,25,45,3,135,1
11,180,57,3,16,19,45,58,3,169,1
18,166,133,6,25,17,36,80,7,231,1
7,112,7,0,4,11,13,28,1,118,1
2,41,11,0,2,1,5,21,0,45,1
2,51,7,0,8,8,10,17,2,47,1
0,0,0,0,0,0,0,0,0,0,0
1,31,2,0,6,5,6,5,0,31,1
9,115,15,0,10,8,15,28,1,98,1
6,136,22,0,9,11,21,40,4,127,1
3,75,20,1,10,10,11,23,2,79,1
6,85,45,2,20,14,19,32,1,77,1
8,69,40,0,17,4,14,33,2,75,1
8,166,17,0,8,7,4,37,1,171,1
1,60,5,0,1,4,4,9,1,66,1
5,61,7,0,6,5,14,13,2,50,1
7,66,7,0,2,7,9,17,1,63,1
10,187,193,4,76,34,68,93,6,201,1
0,0,0,0,0,0,0,0,0,0,0
13,172,31,1,24,16,39,51,3,146,1
11,131,23,0,25,9,21,44,1,105,1
15,183,29,0,10,17,29,48,1,178,1
8,189,27,0,13,7,14,36,2,177,1
8,66,58,1,21,9,19,47,5,85,1
0,0,4,1,11,3,7,4,0,0,1
11,121,77,4,29,14,35,47,3,129,1
2,58,47,1,19,8,11,24,2,60,1
0,0,0,0,0,0,0,0,0,0,0
15,100,78,2,47,25,33,40,1,76,1
13,93,76,19,51,22,37,23,3,58,0
67,432,151,35,190,120,128,119,2,284,1
25,513,96,1,38,47,55,102,5,527,1
3,82,42,1,30,10,15,21,1,75,1
8,59,41,1,28,7,21,20,2,41,1
0,15,7,0,1,2,4,5,0,18,1
22,248,66,1,21,17,44,93,8,232,1
10,277,67,2,20,31,60,103,3,256,0
24,281,71,0,30,34,55,67,6,293,1
27,102,83,30,103,31,51,23,1,3,1
2,45,7,0,1,2,8,14,1,39,1
7,101,37,1,13,6,18,32,3,111,1
9,217,43,0,21,18,43,78,3,199,1
3,78,31,1,20,6,13,21,1,79,0
2,35,10,0,9,0,4,7,0,39,0
4,44,22,3,10,3,14,11,2,45,1
5,68,41,3,22,8,19,22,2,52,1
28,377,97,2,22,20,56,124,11,370,1
7,90,38,1,11,7,13,36,3,81,1
6,82,49,0,8,5,12,21,3,114,1
0,0,0,0,0,0,0,0,0,0,0
4,51,24,2,10,6,14,19,0,45,1
18,352,60,2,24,31,47,99,9,339,1
1,45,3,0,4,2,2,4,1,43,0
0,0,0,0,0,0,0,0,0,0,0
14,196,99,8,43,17,41,84,0,186,1
22,497,53,2,46,33,70,104,12,456,1
10,216,59,2,20,11,31,62,4,236,1
5,85,40,4,19,10,19,31,0,82,1
24,318,56,5,16,32,43,90,8,291,1
1,17,9,0,2,2,4,6,1,22,0
16,221,34,1,19,24,36,79,4,211,1
7,90,34,0,14,14,27,27,1,91,1
0,11,26,0,8,4,6,4,0,15,1
8,67,36,0,14,10,13,20,4,76,1
4,72,25,0,9,8,10,20,1,77,1
5,138,51,1,13,18,33,39,2,138,1
0,0,0,0,0,0,0,0,0,0,0
11,119,46,1,14,7,23,53,3,124,1
9,248,39,1,27,32,38,52,3,263,1
11,184,74,0,20,15,32,78,6,190,1
12,119,46,1,7,16,31,49,2,128,1
8,69,11,0,9,6,3,12,0,73,1
8,112,48,1,26,8,23,25,1,106,1
0,0,0,0,0,0,0,0,0,0,0
3,26,14,2,8,4,5,17,0,16,0
11,195,50,0,20,20,33,66,3,211,1
1,20,12,0,8,6,8,5,2,14,1
10,92,25,1,7,10,15,27,2,105,1
12,115,48,2,8,18,12,37,2,142,1
11,146,34,1,8,12,38,46,1,146,1
7,48,27,6,17,8,12,8,1,43,1
0,28,9,2,3,5,7,8,0,21,0
1,3,1,0,0,1,2,3,0,1,1
4,12,2,1,5,1,5,5,1,8,0
2,6,2,2,1,2,1,2,0,3,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,1,0,3,0
4,38,6,2,5,2,8,6,1,33,0
0,1,0,0,1,0,0,0,0,0,1
1,4,5,0,3,2,0,4,0,1,1
1,12,5,1,6,3,3,3,0,3,0
4,11,4,1,2,2,1,7,0,10,0
0,0,0,0,0,0,0,0,0,0,0
6,21,9,1,6,0,10,10,1,13,0
0,0,0,0,0,1,0,1,0,0,0
5,34,4,1,4,6,11,8,1,25,0
1,7,4,0,2,0,4,5,0,5,1
1,14,2,0,1,1,2,1,0,15,0
0,16,12,0,9,4,1,9,0,8,1
0,0,0,0,0,0,0,0,0,0,0
0,20,1,0,1,2,4,7,0,17,0
3,34,9,0,5,2,6,8,0,40,0
2,26,33,8,23,4,6,6,2,19,1
0,22,1,0,1,0,3,3,0,19,0
2,27,6,1,4,3,4,10,0,15,0
0,0,0,0,0,0,0,0,0,0,0
16,225,104,9,109,57,111,97,3,42,1
4,78,24,2,25,21,33,32,1,22,1
0,0,0,0,0,0,0,0,0,0,0
11,35,36,18,39,11,10,9,1,2,1
28,163,110,25,166,41,62,39,2,26,1
23,113,66,13,78,31,60,46,3,16,1
92,260,171,75,240,123,109,48,4,17,1
0,0,0,0,0,0,0,0,0,0,0
36,118,62,24,93,41,59,30,1,4,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
117,316,192,63,322,158,133,65,6,24,1
29,302,96,3,89,51,103,136,11,133,1
15,123,32,2,47,23,52,47,1,43,1
0,6,0,0,0,1,0,0,0,5,0
6,50,29,4,28,20,23,25,0,13,1
0,1,0,0,0,0,1,0,0,0,0
40,166,166,31,186,64,84,58,3,18,1
0,1,50,0,31,5,6,4,0,0,1
10,114,104,24,129,37,46,29,2,5,1
22,91,99,24,116,37,41,28,2,9,1
0,0,0,0,0,0,0,0,0,0,1
49,188,250,76,275,86,81,43,0,6,1
0,0,0,0,0,0,0,0,0,0,0
17,159,79,5,102,56,81,66,4,34,1
23,190,96,5,152,64,99,74,3,31,0
4,8,16,2,12,5,4,4,0,2,0
2,5,0,0,1,5,4,0,0,0,1
10,56,79,5,45,22,40,35,1,50,1
17,70,86,26,91,41,40,20,1,4,1
17,107,145,21,147,33,49,35,1,10,1
0,5,0,0,1,2,2,0,0,0,1
12,52,51,8,42,32,20,22,0,5,1
6,40,50,3,45,15,16,16,0,10,1
0,10,9,1,12,1,3,4,0,0,1
3,61,22,3,33,15,33,13,1,9,1
78,332,138,62,294,126,159,67,4,15,1
31,167,70,3,80,35,72,64,3,64,1
18,71,108,21,108,35,34,18,1,8,1
71,236,144,27,198,100,88,86,4,41,1
0,0,0,0,0,0,0,0,0,0,0
35,102,40,27,79,44,55,15,1,3,1
2,49,3,1,9,1,6,13,2,34,1
19,102,35,6,67,23,40,33,2,16,1
18,103,49,19,70,39,42,12,1,2,0
28,131,122,23,142,46,51,37,0,13,1
16,175,94,8,66,35,62,84,3,99,1
33,194,218,30,188,69,81,68,5,71,1
8,83,39,3,46,16,26,36,0,23,1
2,13,19,0,25,4,6,5,0,0,0
22,112,103,31,134,40,47,26,1,6,1
33,162,232,43,224,72,78,41,3,18,1
0,0,0,0,0,0,0,0,0,0,0
11,64,57,6,40,15,27,24,5,29,1
29,150,188,40,196,59,69,42,0,9,1
8,47,68,17,69,11,20,6,2,2,1
37,86,39,18,86,41,36,24,1,0,0
38,145,61,28,123,56,56,26,0,8,1
110,253,157,54,210,128,157,82,2,23,1
0,0,0,0,0,0,0,0,0,0,0
39,75,32,20,83,43,38,11,0,4,1
102,232,81,33,213,123,126,45,5,6,0
0,0,0,0,0,0,0,0,0,0,0
11,247,6,15,13,20,29,60,2,155,1
0,1,0,8,2,0,0,0,0,0,1
8,41,60,11,51,18,26,16,1,4,1
19,104,84,7,107,26,53,29,2,15,1
5,138,13,1,14,19,28,50,5,59,1
9,112,81,15,90,30,64,30,2,13,1
23,91,103,35,93,33,45,32,2,9,1
18,76,76,25,82,38,27,17,2,9,1
3,11,5,0,7,4,6,2,0,0,1
0,15,12,3,15,7,5,2,0,0,0
2,17,18,1,24,7,10,4,0,0,1
1,10,14,3,16,0,5,1,0,2,0
0,6,9,4,6,1,2,0,0,1,1
3,26,26,3,28,12,11,5,1,3,0
23,285,118,5,92,39,74,119,2,151,1
27,238,156,8,122,54,80,84,5,96,1
0,0,0,0,0,0,0,0,0,0,0
5,18,18,6,22,9,5,5,1,1,1
9,22,8,4,17,10,9,5,0,1,1
13,212,5,3,8,12,27,41,6,158,1
25,95,104,24,99,34,45,40,2,16,1
8,120,18,1,27,14,24,38,2,68,1
19,274,37,0,20,23,48,114,9,159,0
4,27,30,0,19,10,8,19,0,6,1
6,45,56,4,50,18,19,12,2,9,1
5,68,51,1,27,17,28,19,2,44,1
0,3,0,0,1,2,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
5,8,5,2,7,1,5,1,0,2,0
0,0,0,0,0,0,0,0,0,0,0
0,1,9,1,6,0,0,2,0,0,0
2,2,2,0,2,2,1,0,0,1,1
4,200,23,12,24,20,40,52,5,115,0
0,0,0,0,0,0,0,0,0,0,0
29,127,41,25,84,43,69,32,1,5,1
4,93,13,1,32,21,30,27,2,30,1
0,0,0,1,0,0,0,0,0,0,1
94,453,136,99,263,150,211,123,9,70,1
21,126,113,21,117,46,80,35,2,13,1
34,154,115,34,144,54,67,48,2,10,1
6,29,10,1,9,5,18,10,3,5,0
3,21,15,4,15,6,15,5,0,0,0
23,162,350,133,206,80,81,61,4,26,1
0,0,0,0,0,0,0,0,0,0,0
56,174,84,43,171,104,81,33,1,6,1
13,188,16,3,25,34,53,54,9,75,0
89,247,73,53,188,120,133,49,3,7,1
0,0,0,0,0,0,0,0,0,0,0
77,274,246,56,301,107,157,102,7,32,1
4,25,38,18,28,11,12,7,0,4,0
5,15,17,8,18,8,13,3,0,0,1
8,72,71,17,72,20,26,14,2,8,1
7,39,36,8,36,21,19,13,2,1,1
12,84,106,23,93,27,43,15,1,8,1
1,4,14,8,7,4,1,0,0,0,1
7,30,41,13,41,11,14,8,0,1,1
0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,1
26,219,36,7,62,59,86,72,7,60,0
21,172,20,18,39,35,34,53,2,88,1
39,152,128,18,148,50,74,46,5,18,1
3,9,25,6,25,6,2,1,0,0,1
1,4,42,15,30,4,1,1,0,1,1
18,81,93,27,90,35,34,13,1,6,1
6,48,56,16,67,10,22,9,2,2,1
124,470,133,81,325,178,207,141,13,44,1
2,4,2,1,4,0,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0
54,210,118,28,169,82,99,71,5,31,1
23,195,176,45,165,72,87,66,1,31,1
16,178,22,4,44,35,74,57,6,49,1
0,2,0,0,1,2,0,0,0,0,0
32,260,116,42,218,108,72,45,2,6,1
12,49,21,20,46,31,20,12,1,1,0
9,65,73,18,72,20,23,23,1,4,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
18,171,34,1,54,44,65,75,1,64,1
27,95,76,11,113,46,48,27,3,6,1
53,221,151,45,230,127,93,32,0,6,1
0,0,0,0,0,0,0,0,0,0,0
10,71,69,11,69,43,24,19,3,8,1
11,45,30,9,36,21,21,6,1,5,1
13,39,14,9,34,16,19,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
17,54,74,15,92,27,26,14,0,3,1
61,353,112,37,315,110,130,63,5,12,1
22,65,56,17,90,29,38,12,2,1,1
0,0,0,0,0,0,0,0,0,0,0
28,87,26,12,70,51,55,21,1,3,1
56,106,42,29,122,78,54,19,2,1,1
28,48,17,14,48,26,33,9,0,0,1
0,0,0,0,0,0,0,0,0,0,0
0,0,4,18,5,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0
20,55,54,5,46,21,43,22,1,14,1
0,0,0,0,0,0,0,0,0,0,0
4,14,7,1,11,9,6,6,0,0,1
12,38,25,4,36,22,12,10,0,0,1
3,9,7,1,5,2,10,4,0,1,1
0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,2,0,0,0,0,0,1
5,20,44,7,48,11,8,7,0,1,0
16,52,19,4,48,38,20,13,0,2,1
36,86,31,25,94,57,43,15,0,1,0
14,47,42,6,54,17,20,16,0,1,1
3,16,24,3,9,1,8,7,0,13,1
4,20,26,4,14,4,7,6,0,21,1
5,36,13,3,11,6,12,5,1,30,1
0,18,13,4,7,1,3,10,0,7,1
3,38,34,6,25,5,10,13,0,28,1
10,83,53,8,47,15,28,25,3,44,1
9,52,44,1,32,10,21,28,1,24,1
1,21,13,0,4,2,6,15,1,18,1
3,30,21,2,15,8,4,14,1,26,1
11,34,39,7,31,9,9,12,1,23,1
17,118,71,12,53,20,36,40,2,65,1
7,91,56,4,41,19,22,24,5,55,1
2,27,21,3,15,2,11,11,3,7,1
14,71,41,4,24,18,19,23,2,48,1
6,68,28,2,19,11,10,17,1,62,1
6,41,22,2,13,6,14,10,2,33,1
1,4,4,9,9,0,1,2,0,3,1
4,59,21,0,16,7,8,19,1,52,1
1,40,9,1,4,5,3,7,0,38,1
20,104,68,8,38,17,32,32,5,83,1
8,87,38,2,34,10,23,23,1,65,1
0,5,4,1,6,1,4,1,0,0,0
32,116,83,9,74,43,41,39,4,55,1
7,40,25,0,24,13,18,10,0,22,1
10,32,41,5,38,12,16,16,1,8,1
12,87,49,5,31,21,27,31,2,66,1
1,9,6,0,2,2,4,2,1,12,1
3,37,29,6,25,6,12,8,1,19,1
0,3,1,0,0,0,3,0,0,4,0
3,49,33,8,33,9,17,11,3,18,1
5,36,24,3,14,6,10,11,0,34,0
15,83,43,8,40,15,32,23,0,50,1
15,40,32,4,30,18,23,23,0,11,1
5,35,16,0,21,7,17,9,1,16,0
14,53,38,5,26,12,16,26,2,42,1
37,136,67,9,71,36,49,53,5,56,0
3,31,14,0,4,7,2,19,0,32,1
1,72,53,2,11,17,17,26,4,80,1
2,42,28,1,16,9,7,21,1,36,1
0,0,0,0,0,0,0,0,0,0,0
30,523,60,1,33,11,37,80,16,490,1
8,54,48,1,15,13,21,32,3,44,1
3,27,15,1,2,3,5,7,0,32,1
0,5,4,0,0,2,3,0,0,6,1
16,33,26,9,51,17,14,9,0,4,1
24,85,67,18,65,40,38,30,0,26,1
16,11,10,8,25,7,8,5,0,0,0
5,51,51,5,26,12,19,25,1,32,1
0,0,0,0,0,0,0,0,0,0,0
1,21,1,0,3,8,6,7,1,21,1
10,56,36,3,27,9,20,23,1,41,1
6,45,93,4,51,9,24,19,1,49,1
15,232,88,1,16,28,43,63,4,282,1
9,44,49,5,33,10,21,18,2,23,1
6,37,40,5,29,10,10,8,2,30,1
5,27,17,0,11,6,5,15,0,17,1
56,249,169,41,163,53,78,84,3,159,1
10,169,37,1,22,25,34,50,2,181,0
13,93,66,7,50,31,30,36,3,46,1
1,1,0,0,0,0,0,0,0,0,0
6,157,47,1,9,12,24,45,1,184,1
0,0,0,0,0,0,0,0,0,0,0
9,98,43,2,20,15,35,32,1,99,1
5,41,48,1,14,11,8,14,2,63,1
8,79,44,0,24,11,18,32,2,77,0
10,78,80,3,54,16,35,18,1,51,1
9,74,60,0,35,12,24,29,2,58,1
1,13,7,0,2,2,10,4,2,7,1
10,56,57,3,40,11,17,22,3,42,1
6,77,91,6,49,22,33,36,5,45,1
9,25,26,5,27,5,5,9,2,14,1
0,0,0,0,0,0,0,0,0,0,0
6,66,41,0,14,15,12,22,4,79,1
14,108,123,5,56,20,41,59,4,101,1
25,86,74,23,77,29,39,23,2,32,1
32,56,31,27,81,24,32,13,2,6,1
3,47,33,1,19,7,13,26,1,25,1
0,0,0,0,0,0,0,0,0,0,0
5,40,36,0,13,7,19,20,0,44,0
7,67,39,0,13,9,13,21,4,85,0
7,62,59,4,45,9,16,31,2,38,1
6,114,107,7,52,21,35,38,2,97,1
8,79,65,3,34,16,22,20,2,62,1
3,68,57,1,22,17,26,23,0,58,1
4,70,59,6,41,6,20,19,0,58,1
1,63,32,1,15,8,11,31,2,63,1
3,14,10,0,2,1,3,3,0,20,0
3,60,26,0,16,5,12,27,1,59,1
0,0,0,0,0,0,0,0,0,0,0
8,74,45,8,42,15,19,23,1,45,1
12,77,53,6,41,21,29,28,3,35,1
8,35,20,0,17,10,14,21,1,22,0
1,6,4,1,2,3,2,5,0,0,1
7,53,34,6,12,6,17,19,1,51,1
9,146,83,4,28,26,34,54,4,165,1
6,89,55,0,20,11,25,50,1,105,1
6,67,30,0,15,12,10,21,2,79,1
5,15,21,0,2,2,7,16,0,17,1
5,44,15,0,3,4,16,16,1,38,1
4,61,50,13,22,10,14,22,2,53,1
2,38,32,0,13,6,11,20,1,30,1
7,47,29,5,15,8,39,17,2,44,1
4,129,68,2,39,17,29,35,0,122,1
6,118,85,1,22,19,34,29,4,136,1
1,21,15,1,3,6,18,9,1,9,0
3,34,24,0,9,5,7,13,1,49,1
10,152,106,1,38,17,42,74,6,141,1
7,82,37,1,16,12,25,28,2,79,1
11,107,73,2,33,21,35,50,4,126,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,3,1,0,3,1,1,0,0,0,1
12,195,86,7,54,20,39,66,3,161,1
10,91,29,7,22,13,25,42,2,73,1
5,82,51,1,22,8,26,30,5,86,1
12,178,74,4,35,23,35,67,4,169,1
3,88,51,2,27,10,15,36,3,72,1
8,113,51,2,19,17,24,48,2,108,1
6,100,55,6,32,16,28,39,1,98,1
4,55,22,2,12,5,10,13,1,61,1
4,41,24,0,14,3,8,27,1,34,1
6,44,17,1,12,6,7,19,0,49,1
13,120,68,0,20,20,17,49,3,135,1
11,123,77,2,31,17,29,39,2,135,1
4,52,18,1,11,3,6,21,1,47,1
9,75,33,0,17,14,14,28,1,79,0
16,182,105,6,53,35,44,76,6,166,1
9,78,48,2,27,18,25,33,0,68,1
12,71,44,6,32,16,21,29,2,41,0
9,75,63,9,50,11,35,40,1,38,1
12,108,53,2,33,19,40,44,2,90,0
27,150,80,5,60,31,54,51,4,75,1
3,23,18,1,9,2,6,11,0,19,1
13,118,76,4,45,21,40,42,1,77,1
8,82,62,7,43,19,24,30,1,42,1
6,51,32,4,31,10,12,21,6,17,1
3,27,12,3,8,5,5,6,0,15,1
1,14,12,0,10,5,5,4,0,3,1
3,18,6,2,6,3,3,6,0,11,0
5,24,16,3,15,10,5,8,0,6,0
10,45,24,2,31,15,14,24,3,9,1
4,20,21,1,18,7,7,6,1,4,1
55,218,144,19,104,68,84,84,4,92,0
12,119,45,1,28,23,29,35,1,77,1
21,68,45,11,39,17,25,24,2,23,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,0
2,22,12,1,8,3,7,9,0,10,1
9,83,60,1,59,21,35,30,1,50,0
13,60,34,12,43,8,22,13,2,19,0
2,8,5,1,9,4,2,4,0,0,0
12,25,10,4,17,7,11,7,2,2,0
3,9,8,0,8,3,7,1,0,3,1
0,2,4,0,6,2,0,1,0,0,1
4,34,11,2,9,5,7,12,0,26,0
2,24,16,2,14,3,4,8,4,9,0
2,9,5,2,4,7,2,4,0,2,1
8,53,19,1,20,10,11,10,0,33,1
8,17,19,0,16,3,11,6,1,10,1
5,47,58,4,40,16,12,22,1,17,1
13,73,52,12,53,31,31,22,4,14,1
2,15,10,1,14,3,2,5,1,4,1
1,10,10,2,10,1,4,3,0,6,0
9,59,37,6,44,20,25,17,1,6,1
6,30,14,3,12,5,7,17,1,10,0
7,29,16,2,19,6,13,9,1,9,1
7,25,11,3,14,6,8,9,0,9,0
13,132,80,10,69,36,47,44,8,42,1
17,145,73,7,54,30,33,57,4,82,1
22,188,68,8,64,48,49,79,4,79,1
14,193,138,11,97,32,62,75,5,106,1
35,257,133,24,103,49,65,94,11,133,1
9,111,113,3,64,10,63,51,1,65,1
27,257,169,13,123,51,95,99,9,135,1
24,231,140,15,90,34,68,67,3,164,1
30,154,138,3,67,33,71,70,7,122,1
